StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q20,Q5,Q6,Q7,Q8,Q9,Q16,Q10,Q11,Q18,Q12,Q13,Q19,Q14,Q15,Q20
2026-05-20 22:16:46,2026-05-20 22:19:04,Dirección IP,152.168.186.218,100,138,Verdadero,2026-05-20 22:19:04,R_3jdDTZjFg82hZdP,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,No,Muy importante,Si,,,
2026-05-20 23:44:08,2026-05-20 23:46:58,Dirección IP,190.191.137.223,100,169,Verdadero,2026-05-20 23:46:58,R_5NVWZebzNlEwJGh,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-21 00:09:30,2026-05-21 00:12:04,Dirección IP,201.212.130.57,100,154,Verdadero,2026-05-21 00:12:05,R_1fD13FhQVzy5Epb,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,En blanco,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-21 00:57:19,2026-05-21 01:01:03,Dirección IP,181.231.51.126,100,223,Verdadero,2026-05-21 01:01:03,R_3JZdQDtl6RI3cdP,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-21 09:47:44,2026-05-21 09:51:45,Dirección IP,191.83.211.218,100,240,Verdadero,2026-05-21 09:51:46,R_6ozMUVGRUeI3W2l,,,,,-34.9309,-57.9417,anonymous,ES-ES,24,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-21 09:52:39,2026-05-21 09:54:49,Dirección IP,170.155.231.1,100,130,Verdadero,2026-05-21 09:54:50,R_6q3K4p80uoSOv2l,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,,,,Si,Algo importante,Si,,,
2026-05-21 11:29:34,2026-05-21 11:33:48,Dirección IP,206.0.87.7,100,254,Verdadero,2026-05-21 11:33:49,R_7j72ukT39PCXNN4,,,,,-24.903,-65.4803,anonymous,ES-ES,30,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,No,No,Muy importante,Si,,,,,,,,,
2026-05-21 13:19:39,2026-05-21 13:22:18,Dirección IP,186.141.202.107,100,159,Verdadero,2026-05-21 13:22:19,R_6VjA59mRln0CXoi,,,,,-34.6142,-58.3811,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Prefiero no responder,Si,,,,,,,No,Muy importante,Si,,,
2026-05-21 13:58:21,2026-05-21 14:02:09,Dirección IP,186.143.203.38,100,227,Verdadero,2026-05-21 14:02:09,R_7hT2dMNiUbndfTu,,,,,-34.6142,-58.3811,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Sergio Massa,Si,,,,,,,,,,Si,Algo importante,Si
2026-05-21 14:52:20,2026-05-21 14:54:29,Dirección IP,191.84.237.3,100,129,Verdadero,2026-05-21 14:54:29,R_71mmbdKItza0mEv,,,,,-34.9309,-57.9417,anonymous,ES-ES,25,Mujer/Femenino,Universitario,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Sergio Massa,Si,,,,Si,Poco importante,No,,,,,,
2026-05-21 14:57:17,2026-05-21 15:00:26,Dirección IP,181.25.0.35,100,189,Verdadero,2026-05-21 15:00:27,R_67JoBamEYl8uV05,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Prefiero no responder,Si,,,,,,,,,,Si,Poco importante,Si
2026-05-21 15:00:30,2026-05-21 15:02:41,Dirección IP,190.221.159.194,100,131,Verdadero,2026-05-21 15:02:42,R_7G5zKTQ9QPxEtpv,,,,,-34.6022,-58.3845,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),Unión Cívica Radical,Patricia Bullrich,No,,,,,,,Si,Algo importante,Si,,,
2026-05-21 17:08:04,2026-05-21 17:11:03,Dirección IP,190.2.125.64,100,179,Verdadero,2026-05-21 17:11:04,R_1ZZr7fFlnAEisPn,,,,,-24.7831,-65.4111,anonymous,ES-ES,18,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,Si,Poco importante,Si,,,,,,
2026-05-21 17:09:06,2026-05-21 17:11:51,Dirección IP,187.62.92.129,100,164,Verdadero,2026-05-21 17:11:51,R_70OMAhvtfVmuUp0,,,,,-24.983,-65.5877,anonymous,ES-ES,26,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Nunca,No me identifico con ninguno,No fui a votar,Si,,,,Si,Algo importante,No,,,,,,
2026-05-21 17:08:07,2026-05-21 17:12:02,Dirección IP,181.116.201.169,100,235,Verdadero,2026-05-21 17:12:03,R_7rBSxZVqDTj1NUR,,,,,-24.8065,-65.42,anonymous,ES-ES,20,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,Javier Milei,No,,,,Si,Poco importante,Si,,,,,,
2026-05-21 17:09:08,2026-05-21 17:13:37,Dirección IP,186.157.103.126,100,268,Verdadero,2026-05-21 17:13:37,R_66a9Uhw6Sb5K4kX,,,,,-34.6022,-58.3845,anonymous,ES-ES,19,Mujer/Femenino,Universitario,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,No,,,,,,,,,,Si,Muy importante,Si
2026-05-21 17:11:36,2026-05-21 17:14:22,Dirección IP,201.234.40.160,100,165,Verdadero,2026-05-21 17:14:23,R_3o5RwRatV2lESYi,,,,,-24.7831,-65.4111,anonymous,ES-ES,22,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,Javier Milei,Si,,,,Si,Poco importante,Si,,,,,,
2026-05-21 17:10:38,2026-05-21 17:14:52,Dirección IP,201.234.40.204,100,254,Verdadero,2026-05-21 17:14:53,R_6B4L0DAwLFxwhOj,,,,,-24.7831,-65.4111,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Prefiero no responder,No,Si,Algo importante,Si,,,,,,,,,
2026-05-21 17:08:23,2026-05-21 17:14:56,Dirección IP,190.2.118.25,100,392,Verdadero,2026-05-21 17:14:56,R_5CJTlqBA3W8bh9p,,,,,-24.7831,-65.4111,anonymous,ES-ES,19,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",Prefiero no responder,Prefiero no responder,Si,,,,,,,No,Muy importante,Si,,,
2026-05-21 17:14:10,2026-05-21 17:17:54,Dirección IP,187.62.94.161,100,224,Verdadero,2026-05-21 17:17:55,R_3MXM3Dbpd0cGWsO,,,,,-24.9177,-65.6528,anonymous,ES-ES,26,Hombre/Masculino,Universitario,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Regularmente (todas las semanas),Prefiero no responder,En blanco,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-21 17:21:14,2026-05-21 17:24:28,Dirección IP,130.51.22.38,100,193,Verdadero,2026-05-21 17:24:28,R_7fvDt2ckxNf1ti1,,,,,37.751,-97.822,anonymous,ES-ES,29,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Sergio Massa,Si,,,,,,,Si,Muy importante,No,,,
2026-05-21 17:26:42,2026-05-21 17:30:19,Dirección IP,190.2.125.39,100,216,Verdadero,2026-05-21 17:30:20,R_3et0uSQvbssizMw,,,,,-24.7831,-65.4111,anonymous,ES-ES,31,Hombre/Masculino,Universitario,Totalmente de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,No,Algo importante,Prefiero no responder,,,,,,,,,
2026-05-21 17:37:35,2026-05-21 17:38:24,Dirección IP,186.141.229.114,100,49,Verdadero,2026-05-21 17:38:25,R_7qJqZ9pwbSRh9Ve,,,,,-32.8895,-68.8458,anonymous,ES-ES,26,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ocasionalmente (al menos una vez al mes),No me identifico con ninguno,Prefiero no responder,No,,,,,,,No,Algo importante,No,,,
2026-05-21 18:02:37,2026-05-21 18:05:13,Dirección IP,181.164.184.72,100,155,Verdadero,2026-05-21 18:05:13,R_7DwO9VOS8ndagNP,,,,,-34.9309,-57.9417,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-21 18:15:01,2026-05-21 18:20:00,Dirección IP,186.139.120.94,100,299,Verdadero,2026-05-21 18:20:01,R_5Cr1BkHTQ5s6QH5,,,,,-24.7831,-65.4111,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Prefiero no responder,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-21 18:21:55,2026-05-21 18:24:15,Dirección IP,170.51.98.211,100,139,Verdadero,2026-05-21 18:24:16,R_3F8I0eD1nRb2pUg,,,,,-24.8065,-65.42,anonymous,ES-ES,28,Mujer/Femenino,Universitario,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,No,Muy importante,No,,,
2026-05-21 18:23:23,2026-05-21 18:26:24,Dirección IP,181.116.201.66,100,180,Verdadero,2026-05-21 18:26:24,R_1pyr6N0PT1x33bQ,,,,,-24.8065,-65.42,anonymous,ES-ES,25,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Prefiero no responder,No,,,,,,,,,,Si,Muy importante,Si
2026-05-21 19:20:46,2026-05-21 19:24:21,Dirección IP,190.191.134.199,100,215,Verdadero,2026-05-21 19:24:22,R_5zGrKFmN7LRIxEa,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Juan Schiaretti,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-21 20:20:33,2026-05-21 20:24:02,Dirección IP,190.2.118.184,100,209,Verdadero,2026-05-21 20:24:03,R_6Dvh6JRtmUTYvAc,,,,,-24.7831,-65.4111,anonymous,ES-ES,22,Mujer/Femenino,Universitario,De acuerdo,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,En blanco,Si,,,,,,,Si,Algo importante,No,,,
2026-05-21 20:23:12,2026-05-21 20:25:45,Dirección IP,181.9.211.66,100,153,Verdadero,2026-05-21 20:25:46,R_7aWWFcDIF0QnghK,,,,,-26.816,-65.2154,anonymous,ES-ES,20,Mujer/Femenino,Universitario,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,Prefiero no responder,Prefiero no responder,No,,,,No,Nada importante,Si,,,,,,
2026-05-21 21:12:25,2026-05-21 21:16:24,Dirección IP,186.141.198.66,100,239,Verdadero,2026-05-21 21:16:25,R_38cS5JWXr0pxVVn,,,,,-34.6142,-58.3811,anonymous,ES-ES,20,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,,,,Si,Muy importante,Si,,,
2026-05-22 01:01:32,2026-05-22 01:04:35,Dirección IP,45.224.143.200,100,183,Verdadero,2026-05-22 01:04:35,R_1qf0QKLM2vrsilb,,,,,-24.7831,-65.4111,anonymous,ES-ES,18,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,No fui a votar,Si,Si,Muy importante,Prefiero no responder,,,,,,,,,
2026-05-22 02:00:58,2026-05-22 02:04:57,Dirección IP,186.157.160.49,100,239,Verdadero,2026-05-22 02:04:58,R_6dssW4AmHIaLjmr,,,,,-34.6022,-58.3845,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Juan Schiaretti,Si,,,,,,,Si,Poco importante,No,,,
2026-05-22 09:05:00,2026-05-22 09:07:08,Dirección IP,186.137.56.37,100,127,Verdadero,2026-05-22 09:07:09,R_69ueXcx8io1KSk0,,,,,-34.8569,-58.0578,anonymous,ES-ES,20,Mujer/Femenino,Universitario,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Regularmente (todas las semanas),No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-22 10:40:28,2026-05-22 10:43:03,Dirección IP,181.166.91.224,100,154,Verdadero,2026-05-22 10:43:05,R_3mfMQA0jDAvnz7e,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,No
2026-05-22 13:26:58,2026-05-22 13:31:42,Dirección IP,186.22.19.224,100,283,Verdadero,2026-05-22 13:31:43,R_1J9hGdpMc9dm10D,,,,,-34.9309,-57.9417,anonymous,ES-ES,27,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,Si,Muy importante,Si,,,,,,,,,
2026-05-22 16:52:11,2026-05-22 16:54:30,Dirección IP,181.116.42.77,100,138,Verdadero,2026-05-22 16:54:30,R_6HvIPtKCzy4RAJ3,,,,,-37.9951,-57.541,anonymous,ES-ES,25,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-22 16:48:39,2026-05-22 16:57:24,Dirección IP,190.246.66.226,100,524,Verdadero,2026-05-22 16:57:25,R_7QGa6iScYq9KElp,,,,,-34.9309,-57.9417,anonymous,ES-ES,21,Mujer/Femenino,Universitario,De acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Regularmente (todas las semanas),Prefiero no responder,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-22 16:55:12,2026-05-22 16:58:15,Dirección IP,186.141.202.183,100,182,Verdadero,2026-05-22 16:58:16,R_1z4sqZlCGFjcNzz,,,,,-34.6142,-58.3811,anonymous,ES-ES,22,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,No,,,,,,,,,,No,Poco importante,Prefiero no responder
2026-05-22 17:00:30,2026-05-22 17:02:57,Dirección IP,190.17.1.183,100,146,Verdadero,2026-05-22 17:02:58,R_5jcWcJPPWI8Oezq,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Nunca,PRO,Patricia Bullrich,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-22 17:12:29,2026-05-22 17:15:07,Dirección IP,181.116.92.246,100,157,Verdadero,2026-05-22 17:15:07,R_3GvRy4ebsMwTVbM,,,,,-34.9309,-57.9417,anonymous,ES-ES,24,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Nunca,No me identifico con ninguno,Sergio Massa,Si,,,,Si,Poco importante,No,,,,,,
2026-05-22 17:19:31,2026-05-22 17:24:13,Dirección IP,200.189.31.128,100,281,Verdadero,2026-05-22 17:24:14,R_6eM0SL49wegMsWc,,,,,-34.6142,-58.3811,anonymous,ES-ES,23,Mujer/Femenino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Nunca,Prefiero no responder,Prefiero no responder,No,,,,No,Muy importante,No,,,,,,
2026-05-22 17:47:36,2026-05-22 17:51:57,Dirección IP,186.143.202.221,100,261,Verdadero,2026-05-22 17:51:58,R_5HbfRH17C2NAe8p,,,,,-34.6142,-58.3811,anonymous,ES-ES,26,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,"Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",Myriam Bregman,Si,,,,Si,Poco importante,Si,,,,,,
2026-05-22 18:34:41,2026-05-22 18:37:28,Dirección IP,152.169.120.34,100,167,Verdadero,2026-05-22 18:37:29,R_3qTdQurirelMiTD,,,,,-34.8635,-58.0188,anonymous,ES-ES,26,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,La Libertad Avanza,Javier Milei,Si,,,,,,,,,,Si,Algo importante,No
2026-05-22 20:14:11,2026-05-22 20:16:07,Dirección IP,190.190.208.44,100,115,Verdadero,2026-05-22 20:16:07,R_5fkMYNK0TmxIQp3,,,,,-34.9309,-57.9417,anonymous,ES-ES,22,Hombre/Masculino,Universitario,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,,,,No,Muy importante,Si,,,
2026-05-23 10:08:36,2026-05-23 10:12:10,Dirección IP,181.171.63.235,100,213,Verdadero,2026-05-23 10:12:10,R_12EORuzHk8UBBLY,,,,,-34.8652,-57.8857,anonymous,ES-ES,28,Hombre/Masculino,Universitario,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,Javier Milei,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-23 17:01:47,2026-05-23 17:04:06,Dirección IP,45.177.182.138,100,138,Verdadero,2026-05-23 17:04:06,R_1yMEk9pwvuvYmlj,,,,,-36,-59.9964,anonymous,ES-ES,26,Hombre/Masculino,Universitario,En desacuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,,,,Si,Muy importante,Si,,,,,,
2026-05-19 18:17:43,2026-05-23 23:34:28,Dirección IP,69.118.247.35,100,364605,Verdadero,2026-05-23 23:34:29,R_31gqKbCEwJpjGt4,,,,,41.1811,-73.1735,anonymous,ES-ES,24,Hombre/Masculino,Posgrado,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,Si,No,Muy importante,Si,,,,,,,,,
2026-05-25 18:31:41,2026-05-25 18:33:59,Dirección IP,200.41.216.50,100,137,Verdadero,2026-05-25 18:34:00,R_7smIHUzjhocB3cp,,,,,-53.7864,-67.6964,anonymous,ES-ES,25,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 16:55:26,2026-05-19 16:55:46,Dirección IP,190.211.155.215,18,19,Falso,2026-05-26 16:55:47,R_5VQNo8F8HwoyIqV,,,,,-34.4836,-58.9319,anonymous,ES-ES,22,Mujer/Femenino,Universitario,,,,,,,,,,,,,,,,,,,,,
2026-05-19 17:04:00,2026-05-19 17:04:15,Dirección IP,181.9.226.234,5,15,Falso,2026-05-26 17:04:16,R_6sTvWzBiCJxiN5T,,,,,-31.4057,-64.1849,anonymous,ES-ES,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-19 17:18:08,2026-05-19 17:19:48,Dirección IP,186.122.10.230,95,99,Falso,2026-05-26 17:19:54,R_7mrZzmzXyi4dCMO,,,,,-26.816,-65.2154,anonymous,ES-ES,25,Hombre/Masculino,Universitario,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Javier Milei,Si,Si,Algo importante,No,,,,,,,,,
2026-05-19 17:20:07,2026-05-19 17:20:26,Dirección IP,181.25.161.84,18,19,Falso,2026-05-26 17:20:31,R_1QfTbPymr7C1REc,,,,,-34.4231,-58.583,anonymous,ES-ES,21,Hombre/Masculino,Universitario,,,,,,,,,,,,,,,,,,,,,
2026-05-19 17:19:45,2026-05-19 17:21:47,Dirección IP,181.0.207.30,27,121,Falso,2026-05-26 17:21:49,R_7MoPQrQFTUdLPhJ,,,,,-32.4136,-63.2485,anonymous,ES-ES,21,Mujer/Femenino,Universitario,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",,,,,,,,,,,,,,,
2026-05-19 17:20:05,2026-05-19 17:22:05,Dirección IP,200.41.238.50,95,119,Falso,2026-05-26 17:22:05,R_54w0os9Qp6h4LE5,,,,,-31.5353,-68.531,anonymous,ES-ES,hgh,Ninguno de los anteriores,Ninguno de los anteriores,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Regularmente (todas las semanas),Otro,Prefiero no responder,Si,,,,,,,,,,Si,Muy importante,Si
2026-05-19 17:22:48,2026-05-19 17:23:07,Dirección IP,201.253.133.84,18,19,Falso,2026-05-26 17:23:09,R_197meeODWQFW0YO,,,,,-34.9309,-57.9417,anonymous,ES-ES,24,Hombre/Masculino,Universitario,,,,,,,,,,,,,,,,,,,,,
2026-05-19 17:23:57,2026-05-19 17:24:57,Dirección IP,181.8.130.186,36,59,Falso,2026-05-26 17:24:57,R_3bR61zBRwCMRahP,,,,,-34.6142,-58.3811,anonymous,ES-ES,23,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)","Unión por la Patria - Peronismo (incluye kirchnerismo, Peronismo Federal, Frente Renovador)",En blanco,,,,,,,,,,,,,
2026-05-19 17:23:21,2026-05-19 17:25:07,Dirección IP,181.9.125.209,82,105,Falso,2026-05-26 17:25:13,R_6PAmUQ97his2OwN,,,,,-34.6142,-58.3811,anonymous,ES-ES,20,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",La Libertad Avanza,Javier Milei,No,,,,,,,,,,,,
2026-05-19 17:24:26,2026-05-19 17:27:02,Dirección IP,190.188.16.211,95,156,Falso,2026-05-26 17:27:03,R_7PbIBcxq50Azy8X,,,,,-34.9309,-57.9417,anonymous,ES-ES,29,Hombre/Masculino,Universitario,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente de acuerdo,"Raramente (en fechas especiales, algunas veces al año)",No me identifico con ninguno,No fui a votar,Si,,,,,,,Si,Muy importante,No,,,
2026-05-19 17:30:51,2026-05-19 17:34:33,Dirección IP,190.193.126.212,95,221,Falso,2026-05-26 17:34:35,R_3x8ec7krwShJ5cJ,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Mujer/Femenino,Universitario,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,Prefiero no responder,Si,,,,Si,Algo importante,Si,,,,,,
2026-05-19 17:32:20,2026-05-19 17:35:09,Dirección IP,201.212.239.186,95,168,Falso,2026-05-26 17:35:14,R_52yYxuhd8HUYXwB,,,,,-34.9309,-57.9417,anonymous,ES-ES,23,Hombre/Masculino,Universitario,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Nunca,No me identifico con ninguno,No fui a votar,Si,,,,,,,No,Algo importante,Si,,,
2026-05-19 17:38:00,2026-05-19 17:38:02,Dirección IP,181.23.86.126,5,1,Falso,2026-05-26 17:38:02,R_6f9k7ynPN1xxHlR,,,,,-34.9309,-57.9417,anonymous,ES-ES,,,,,,,,,,,,,,,,,,,,,,,,
